method,sample_id,absolute_error,direction,predicted_count,gt_interval_low,gt_interval_high,original_image,mask_image,overlay_image,prediction_json,manifest_json
ImgGen overlay,luca_unc_low_mag_039,0,inside interval,34,26,61,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/run_manifest.json
ImgGen mask,luca_unc_low_mag_036,0,inside interval,59,44,111,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/run_manifest.json
ImgGen overlay,luca_unc_low_mag_037,0,inside interval,52,50,121,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/run_manifest.json
ImgGen mask,luca_unc_low_mag_037,0,inside interval,51,50,121,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_037/20260624_172315/run_manifest.json
ImgGen mask,luca_unc_low_mag_043,0,inside interval,43,27,90,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/run_manifest.json
ImgGen overlay,luca_unc_low_mag_043,0,inside interval,43,27,90,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_043/20260624_180209/run_manifest.json
ImgGen mask,luca_unc_low_mag_044,0,inside interval,67,50,184,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/run_manifest.json
ImgGen overlay,luca_unc_low_mag_044,0,inside interval,61,50,184,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_044/20260624_180624/run_manifest.json
ImgGen overlay,luca_unc_low_mag_048,0,inside interval,72,11,77,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/run_manifest.json
ImgGen mask,luca_unc_low_mag_048,0,inside interval,74,11,77,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_048/20260624_183003/run_manifest.json
ImgGen overlay,luca_unc_low_mag_049,0,inside interval,43,22,76,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/run_manifest.json
ImgGen mask,luca_unc_low_mag_049,0,inside interval,39,22,76,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_049/20260624_183718/run_manifest.json
